,Date,Team,Opponent,W/L,Margin,POSS,OPP_POSS,PPP,OPP_PPP,3PA%,OPP_3PA%,FTA%,OPP_FTA%,ORB%,DRB%,REB%,REB,TO%,OPP_TO%,FGA,FG%,OPP_FGA,OPP_FG%,3PA,3P%,OPP_3PA,OPP_3P%,FTA,FT%,OPP_FTA,OPP_FT%
114,2023-07-07,MIN,PHO,W,11,73.5,77.9,1.03,0.83,29.2,32.8,23.1,23.0,28.6,84.8,55.9,38-30,20.6,24.7,28-65,43.1,23-61,37.7,7-19,36.8,6-20,30.0,12-15,80.0,12-14,85.7
115,2023-07-09,MIN,LVA,L,-24,83.1,78.9,1.07,1.45,22.2,54.2,20.8,19.4,15.6,75.0,43.3,26-34,15.7,14.1,36-72,50.0,43-72,59.7,9-16,56.2,17-39,43.6,8-15,53.3,10-14,71.4
116,2023-07-12,MIN,DAL,L,-40,75.4,79.1,0.89,1.35,32.9,32.9,11.4,24.0,24.4,60.0,39.4,28-43,20.0,8.9,28-70,40.0,41-79,51.9,6-23,26.1,10-26,38.5,5-8,62.5,15-19,79.0
119,2023-07-18,MIN,ATL,L,-9,78.0,79.3,0.95,1.04,33.3,45.8,31.8,20.8,19.4,79.0,50.0,37-37,16.9,15.2,25-66,37.9,29-72,40.3,6-22,27.3,13-33,39.4,17-21,81.0,11-15,73.3
120,2023-07-20,MIN,LAS,W,3,77.1,76.8,0.95,0.92,33.8,33.9,17.6,25.8,15.8,81.1,48.0,36-39,16.9,23.7,30-68,44.1,25-62,40.3,6-23,26.1,7-21,33.3,7-12,58.3,13-16,81.2
122,2023-05-20,LVA,SEA,W,41,84.9,87.9,1.25,0.74,24.7,26.9,23.3,19.2,18.8,88.0,61.0,50-32,16.7,14.9,40-73,54.8,25-78,32.0,11-18,61.1,5-21,23.8,14-17,82.4,9-15,60.0
123,2023-05-25,LVA,LAS,W,9,82.9,86.2,1.15,0.99,39.0,25.0,47.5,26.3,17.2,84.2,55.2,37-30,24.4,12.8,31-59,52.5,32-76,42.1,10-23,43.5,7-19,36.8,22-28,78.6,14-20,70.0
124,2023-05-27,LVA,LAS,W,28,81.9,81.6,1.15,0.8,40.0,32.4,15.0,13.2,25.0,82.9,53.5,38-33,11.1,23.5,37-80,46.2,25-68,36.8,9-32,28.1,8-22,36.4,10-12,83.3,7-9,77.8
125,2023-05-28,LVA,MIN,W,21,82.1,80.1,1.15,0.91,54.2,29.6,23.6,23.9,11.1,80.0,47.4,36-40,12.2,16.2,32-72,44.4,26-71,36.6,14-39,35.9,7-21,33.3,16-17,94.1,14-17,82.4
126,2023-06-02,LVA,ATL,W,5,83.5,83.9,1.11,1.05,30.0,32.4,35.7,13.5,14.3,81.2,46.3,31-36,13.2,18.1,33-70,47.1,34-74,46.0,6-21,28.6,10-24,41.7,20-25,80.0,9-10,90.0
127,2023-06-04,LVA,IND,W,4,77.4,79.1,1.09,1.01,29.2,26.8,30.6,14.1,14.6,87.9,47.3,35-39,6.5,13.9,32-72,44.4,31-71,43.7,4-21,19.0,11-19,57.9,16-22,72.7,7-10,70.0
128,2023-06-06,LVA,CON,W,6,80.1,82.7,1.12,1.02,23.8,36.6,41.3,32.4,17.2,72.2,47.7,31-34,17.5,18.3,32-63,50.8,29-71,40.8,4-15,26.7,10-26,38.5,22-26,84.6,16-23,69.6
129,2023-06-08,LVA,CON,L,-17,75.3,75.9,1.03,1.25,35.0,20.0,28.3,22.9,17.2,67.7,43.3,26-34,21.3,16.0,28-60,46.7,37-70,52.9,9-21,42.9,8-14,57.1,12-17,70.6,12-16,75.0
130,2023-06-11,LVA,CHI,W,13,74.6,76.4,1.26,1.05,24.6,30.0,20.0,21.4,29.2,72.2,55.0,33-27,18.9,17.1,38-65,58.5,30-70,42.9,6-16,37.5,7-21,33.3,11-13,84.6,13-15,86.7
131,2023-06-15,LVA,SEA,W,33,77.3,79.7,1.25,0.8,37.1,35.9,11.4,25.0,14.3,89.2,56.9,37-28,14.3,20.2,39-70,55.7,24-64,37.5,12-26,46.2,5-23,21.7,6-8,75.0,10-16,62.5
132,2023-06-18,LVA,MIN,W,31,75.5,75.8,1.24,0.83,40.5,32.0,20.3,12.0,18.0,76.2,48.2,39-42,6.7,13.3,35-74,47.3,25-75,33.3,10-30,33.3,4-24,16.7,13-15,86.7,8-9,88.9
133,2023-06-21,LVA,PHO,W,20,73.1,75.5,1.36,1.05,35.4,28.6,35.4,21.4,30.8,75.0,55.2,32-26,12.3,13.3,36-65,55.4,30-70,42.9,11-23,47.8,5-20,25.0,16-23,69.6,14-15,93.3
134,2023-06-24,LVA,IND,W,13,79.6,81.2,1.28,1.09,35.9,23.5,42.2,22.1,16.1,83.9,50.0,31-31,15.2,18.5,34-64,53.1,34-68,50.0,11-23,47.8,6-16,37.5,22-27,81.5,14-15,93.3
135,2023-06-26,LVA,IND,W,8,80.0,76.1,1.11,1.05,36.4,28.2,42.4,26.9,30.3,64.4,50.0,39-39,19.0,10.5,27-66,40.9,28-78,35.9,7-24,29.2,6-22,27.3,27-28,96.4,18-21,85.7
136,2023-06-29,LVA,NYL,W,17,73.3,75.5,1.34,1.08,30.4,30.8,14.5,23.1,14.8,74.2,46.6,27-31,9.6,20.0,40-69,58.0,31-65,47.7,9-21,42.9,8-20,40.0,9-10,90.0,11-15,73.3
137,2023-07-01,LVA,CON,W,18,81.1,81.0,1.26,1.05,31.9,28.6,36.1,27.1,35.5,88.6,63.6,42-24,14.8,12.5,36-72,50.0,33-70,47.1,7-23,30.4,6-20,30.0,23-26,88.5,12-19,63.2
138,2023-07-05,LVA,DAL,W,7,78.3,79.0,1.14,1.05,30.8,29.3,36.9,14.6,21.2,71.1,50.0,39-39,16.7,10.3,30-65,46.2,33-82,40.2,9-20,45.0,6-24,25.0,20-24,83.3,10-12,83.3
139,2023-07-07,LVA,DAL,L,-2,76.3,78.6,1.03,1.03,43.3,20.6,28.3,26.5,16.1,66.7,41.0,25-36,22.4,20.5,27-60,45.0,32-68,47.1,10-26,38.5,3-14,21.4,14-17,82.4,13-18,72.2
140,2023-07-09,LVA,MIN,W,24,78.9,83.1,1.45,1.07,54.2,22.2,19.4,20.8,25.0,84.4,56.7,34-26,14.1,15.7,43-72,59.7,36-72,50.0,17-39,43.6,9-16,56.2,10-14,71.4,8-15,53.3
141,2023-07-11,LVA,PHO,W,26,78.4,74.1,1.26,0.97,34.7,27.1,30.6,20.0,9.1,80.0,48.0,35-38,3.8,12.2,36-72,50.0,27-70,38.6,9-25,36.0,6-19,31.6,17-22,77.3,12-14,85.7
144,2023-07-12,LVA,LAS,W,19,81.6,82.1,1.2,0.95,32.4,26.9,23.5,10.3,17.2,70.7,48.6,34-36,18.5,19.5,37-68,54.4,34-78,43.6,9-22,40.9,4-21,19.0,14-16,87.5,6-8,75.0
145,2023-07-20,LVA,SEA,W,16,78.1,78.6,1.01,0.81,27.3,41.9,28.8,29.0,20.6,84.6,54.8,40-33,18.0,23.1,29-66,43.9,24-62,38.7,7-18,38.9,7-26,26.9,14-19,73.7,8-18,44.4
147,2023-05-19,LAS,PHO,W,23,77.5,77.6,1.22,0.92,30.1,33.9,39.7,33.9,28.2,77.8,48.5,32-34,7.8,24.7,29-73,39.7,24-59,40.7,9-22,40.9,6-20,30.0,27-29,93.1,17-20,85.0
148,2023-05-25,LAS,LVA,L,-9,86.2,82.9,0.99,1.15,25.0,39.0,26.3,47.5,15.8,82.8,44.8,30-37,12.8,24.4,32-76,42.1,31-59,52.5,7-19,36.8,10-23,43.5,14-20,70.0,22-28,78.6
149,2023-05-27,LAS,LVA,L,-28,81.6,81.9,0.8,1.15,32.4,40.0,13.2,15.0,17.1,75.0,46.5,33-38,23.5,11.1,25-68,36.8,37-80,46.2,8-22,36.4,9-32,28.1,7-9,77.8,10-12,83.3
150,2023-06-02,LAS,PHO,W,6,84.8,83.0,1.18,1.13,32.0,39.3,25.3,42.6,25.8,77.8,50.0,29-29,15.5,24.4,37-75,49.3,32-61,52.5,8-24,33.3,8-24,33.3,17-19,89.5,21-26,80.8
151,2023-06-03,LAS,SEA,W,7,76.7,78.8,1.21,1.09,27.9,38.5,39.7,24.6,18.4,81.8,47.9,34-37,9.2,20.5,31-68,45.6,30-65,46.2,7-19,36.8,13-25,52.0,23-27,85.2,12-16,75.0
152,2023-06-06,LAS,SEA,L,-3,77.8,78.4,0.82,0.85,26.8,29.4,28.6,32.4,9.7,76.9,47.1,33-37,27.3,16.7,22-56,39.3,22-68,32.4,5-15,33.3,4-20,20.0,14-16,87.5,18-22,81.8
153,2023-06-09,LAS,CHI,W,15,79.4,76.3,0.97,0.82,27.4,34.3,30.1,11.9,27.0,82.0,55.3,42-34,12.7,21.0,28-73,38.4,27-67,40.3,3-20,15.0,4-23,17.4,18-22,81.8,4-8,50.0
154,2023-06-11,LAS,MIN,L,-5,78.3,78.7,1.1,1.17,41.8,38.8,22.4,37.3,6.2,75.0,40.6,26-38,12.8,15.4,32-67,47.8,30-67,44.8,9-28,32.1,7-26,26.9,13-15,86.7,24-25,96.0
155,2023-06-14,LAS,DAL,W,18,72.0,74.0,1.1,0.84,22.6,30.4,25.8,10.1,10.3,68.4,43.3,29-38,12.5,23.3,32-62,51.6,25-69,36.2,6-14,42.9,4-21,19.0,9-16,56.2,7-7,100.0
156,2023-06-16,LAS,MIN,L,-5,71.1,71.0,1.01,1.08,43.3,35.8,26.7,47.2,16.7,85.2,49.1,28-29,16.9,19.7,26-60,43.3,27-53,50.9,9-26,34.6,6-19,31.6,11-16,68.8,17-25,68.0
157,2023-06-18,LAS,CON,L,-9,76.4,75.7,0.97,1.11,27.9,23.4,22.1,17.2,27.0,92.3,54.0,34-29,19.7,16.0,28-68,41.2,34-64,53.1,4-19,21.0,6-15,40.0,14-15,93.3,9-11,81.8
158,2023-06-20,LAS,MIN,L,-6,76.2,74.1,0.8,0.91,41.9,37.3,16.1,20.9,12.1,84.6,51.4,37-35,22.4,13.5,23-62,37.1,26-67,38.8,8-26,30.8,6-25,24.0,7-10,70.0,9-14,64.3
159,2023-06-23,LAS,DAL,W,2,83.5,79.2,0.92,0.94,24.3,34.3,33.8,24.3,23.9,61.8,40.0,32-48,15.7,22.8,26-74,35.1,28-70,40.0,2-18,11.1,5-24,20.8,22-25,88.0,13-17,76.5
160,2023-06-25,LAS,DAL,W,10,80.4,79.7,1.16,1.05,30.6,30.6,46.8,22.2,13.3,75.7,47.8,32-35,16.2,16.5,31-62,50.0,31-72,43.1,8-19,42.1,6-22,27.3,23-29,79.3,15-16,93.8
161,2023-06-28,LAS,CHI,L,-17,76.2,75.1,0.83,1.07,20.6,31.8,30.2,31.8,23.5,74.3,49.3,34-35,21.0,16.0,22-63,34.9,30-66,45.4,4-13,30.8,9-21,42.9,15-19,79.0,11-21,52.4
162,2023-06-30,LAS,CHI,L,-8,76.9,72.9,1.03,1.19,19.4,23.1,34.3,13.8,30.3,71.4,49.2,30-31,17.1,20.8,28-67,41.8,37-65,56.9,4-13,30.8,7-15,46.7,18-23,78.3,5-9,55.6
163,2023-07-02,LAS,ATL,L,-28,83.7,86.4,1.01,1.3,26.9,30.9,44.8,50.0,15.0,81.8,45.2,33-40,15.7,15.1,28-67,41.8,37-68,54.4,5-18,27.8,9-21,42.9,23-30,76.7,29-34,85.3
164,2023-07-05,LAS,ATL,L,-11,81.3,78.8,0.98,1.15,32.4,35.8,32.4,34.3,10.0,90.6,45.8,33-39,13.6,10.3,29-68,42.6,33-67,49.2,6-22,27.3,10-24,41.7,15-22,68.2,14-23,60.9
165,2023-07-09,LAS,PHO,L,-6,76.0,73.5,0.96,1.07,30.0,27.0,20.0,23.8,22.9,68.8,44.8,30-37,14.7,23.3,26-70,37.1,30-63,47.6,8-21,38.1,5-17,29.4,12-14,85.7,13-15,86.7
166,2023-07-12,LAS,LVA,L,-19,82.1,81.6,0.95,1.2,26.9,32.4,10.3,23.5,29.3,82.8,51.4,36-34,19.5,18.5,34-78,43.6,37-68,54.4,4-21,19.0,9-22,40.9,6-8,75.0,14-16,87.5
169,2023-07-20,LAS,MIN,L,-3,76.8,77.1,0.92,0.95,33.9,33.8,25.8,17.6,18.9,84.2,52.0,39-36,23.7,16.9,25-62,40.3,30-68,44.1,7-21,33.3,6-23,26.1,13-16,81.2,7-12,58.3
171,2023-05-20,SEA,LVA,L,-41,87.9,84.9,0.74,1.25,26.9,24.7,19.2,23.3,12.0,81.2,39.0,32-50,14.9,16.7,25-78,32.0,40-73,54.8,5-21,23.8,11-18,61.1,9-15,60.0,14-17,82.4
172,2023-05-26,SEA,DAL,L,-4,81.4,81.3,1.12,1.17,36.1,29.7,27.8,17.6,27.3,75.8,51.5,34-32,16.0,16.0,31-72,43.1,37-74,50.0,10-26,38.5,8-22,36.4,19-20,95.0,13-13,100.0
173,2023-05-30,SEA,NYL,L,-8,74.2,74.0,1.05,1.16,24.7,42.1,28.8,40.4,29.3,88.5,52.2,35-32,9.5,17.6,28-73,38.4,28-57,49.1,6-18,33.3,9-24,37.5,16-21,76.2,21-23,91.3
174,2023-06-03,SEA,LAS,L,-7,78.8,76.7,1.09,1.21,38.5,27.9,24.6,39.7,18.2,81.6,52.1,37-34,20.5,9.2,30-65,46.2,31-68,45.6,13-25,52.0,7-19,36.8,12-16,75.0,23-27,85.2
175,2023-06-06,SEA,LAS,W,3,78.4,77.8,0.85,0.82,29.4,26.8,32.4,28.6,23.1,90.3,52.9,37-33,16.7,27.3,22-68,32.4,22-56,39.3,4-20,20.0,5-15,33.3,18-22,81.8,14-16,87.5
176,2023-06-09,SEA,WAS,L,-7,77.9,73.8,0.86,1.0,34.4,32.4,23.0,26.5,6.7,68.3,42.2,30-41,20.8,19.2,25-61,41.0,26-68,38.2,6-21,28.6,6-22,27.3,10-14,71.4,15-18,83.3
177,2023-06-11,SEA,WAS,L,-6,75.9,75.5,0.87,0.95,34.4,42.4,25.0,37.3,13.5,75.8,42.9,30-40,17.3,24.0,24-64,37.5,21-59,35.6,5-22,22.7,11-25,44.0,12-16,75.0,18-22,81.8
178,2023-06-13,SEA,PHO,W,14,75.2,76.4,1.11,0.91,42.2,31.7,26.8,25.0,25.6,90.3,54.3,38-32,12.0,21.0,29-71,40.8,25-60,41.7,12-30,40.0,6-19,31.6,13-19,68.4,13-15,86.7
179,2023-06-15,SEA,LVA,L,-33,79.7,77.3,0.8,1.25,35.9,37.1,25.0,11.4,10.8,85.7,43.1,28-37,20.2,14.3,24-64,37.5,39-70,55.7,5-23,21.7,12-26,46.2,10-16,62.5,6-8,75.0
180,2023-06-17,SEA,DAL,W,6,82.6,83.3,1.33,1.24,52.3,34.2,49.2,26.3,26.7,72.4,49.2,29-30,18.3,12.0,33-65,50.8,38-76,50.0,17-34,50.0,10-26,38.5,26-32,81.2,17-20,85.0
181,2023-06-20,SEA,CON,L,-6,81.4,79.0,0.98,1.09,39.1,26.1,45.3,30.4,18.9,77.1,47.2,34-38,18.5,15.4,24-64,37.5,32-69,46.4,8-25,32.0,5-18,27.8,23-29,79.3,16-21,76.2
182,2023-06-22,SEA,IND,L,-12,82.6,79.4,0.83,1.01,39.2,31.9,21.6,18.8,11.6,72.7,38.2,29-47,12.2,21.5,22-74,29.7,30-69,43.5,11-29,37.9,10-22,45.4,13-16,81.2,10-13,76.9
183,2023-06-24,SEA,PHO,W,23,75.5,78.3,1.29,0.95,47.1,30.4,32.4,42.9,30.3,82.1,54.1,33-28,14.7,25.6,32-68,47.1,26-56,46.4,13-32,40.6,4-17,23.5,20-22,90.9,18-24,75.0
184,2023-06-27,SEA,MIN,L,-11,76.0,82.2,1.24,1.27,41.9,26.0,18.9,19.5,20.0,80.6,46.5,33-38,9.3,9.8,34-74,46.0,41-77,53.2,13-31,41.9,8-20,40.0,12-14,85.7,14-15,93.3
185,2023-06-29,SEA,MIN,L,-2,93.5,86.4,1.04,1.15,31.0,34.2,22.6,32.9,31.0,83.3,57.1,48-36,19.4,11.6,34-84,40.5,35-76,46.0,13-26,50.0,9-26,34.6,16-19,84.2,20-25,80.0
186,2023-07-02,SEA,NYL,L,-15,78.9,77.3,0.85,1.05,38.5,35.2,21.5,11.3,21.6,75.8,47.1,33-37,24.4,18.2,23-65,35.4,33-71,46.5,9-25,36.0,8-25,32.0,11-14,78.6,7-8,87.5
187,2023-07-06,SEA,CON,L,-20,82.1,78.2,0.89,1.19,35.8,20.6,25.4,27.0,27.3,78.6,50.8,31-30,24.4,21.8,26-67,38.8,34-63,54.0,8-24,33.3,9-13,69.2,13-17,76.5,16-17,94.1
188,2023-07-08,SEA,NYL,L,-4,77.9,78.3,0.99,1.03,42.7,45.4,18.7,22.7,36.6,89.2,61.5,48-30,19.5,16.7,29-75,38.7,27-66,40.9,6-32,18.8,13-30,43.3,12-14,85.7,13-15,86.7
189,2023-07-11,SEA,WAS,L,-7,78.2,76.8,1.1,1.22,44.8,35.8,25.4,23.9,24.2,79.3,50.0,31-31,19.2,15.8,30-67,44.8,36-67,53.7,12-30,40.0,9-24,37.5,14-17,82.4,12-16,75.0
190,2023-07-12,SEA,ATL,L,-10,83.0,81.8,0.91,1.05,31.3,27.5,38.8,30.4,12.2,75.0,41.6,32-45,15.8,19.8,25-67,37.3,32-69,46.4,7-21,33.3,4-19,21.0,18-26,69.2,17-21,81.0
193,2023-07-20,SEA,LVA,L,-16,78.6,78.1,0.81,1.01,41.9,27.3,29.0,28.8,15.4,79.4,45.2,33-40,23.1,18.0,24-62,38.7,29-66,43.9,7-26,26.9,7-18,38.9,8-18,44.4,14-19,73.7
195,2023-05-19,NYL,WAS,L,-16,81.8,80.5,0.79,1.0,46.3,32.9,20.9,15.7,21.6,91.4,55.6,40-32,24.7,15.0,23-67,34.3,32-70,45.7,7-31,22.6,6-23,26.1,11-14,78.6,10-11,90.9
196,2023-05-21,NYL,IND,W,17,79.5,81.8,1.14,0.9,42.6,27.4,16.2,28.8,23.3,70.7,50.7,36-35,21.5,18.5,33-68,48.5,26-73,35.6,14-29,48.3,5-20,25.0,10-11,90.9,16-21,76.2
197,2023-05-27,NYL,CON,W,16,72.7,71.1,1.12,0.92,32.4,36.5,19.1,25.4,32.4,73.7,54.2,39-33,18.1,19.7,32-68,47.1,22-63,34.9,9-22,40.9,8-23,34.8,8-13,61.5,13-16,81.2
198,2023-05-30,NYL,SEA,W,8,74.0,74.2,1.16,1.05,42.1,24.7,40.4,28.8,11.5,70.7,47.8,32-35,17.6,9.5,28-57,49.1,28-73,38.4,9-24,37.5,6-18,33.3,21-23,91.3,16-21,76.2
199,2023-06-02,NYL,CHI,W,1,75.0,74.0,1.04,1.04,38.8,26.8,10.4,9.9,9.7,71.4,42.4,28-38,14.9,17.8,31-67,46.3,30-71,42.2,9-26,34.6,11-19,57.9,6-7,85.7,5-7,71.4
200,2023-06-04,NYL,CHI,L,-4,85.6,81.5,0.96,1.06,33.8,34.3,18.9,40.3,20.0,85.0,54.7,41-34,18.8,14.8,33-74,44.6,30-67,44.8,6-25,24.0,9-23,39.1,10-14,71.4,17-27,63.0
201,2023-06-09,NYL,ATL,W,23,83.9,85.1,1.28,0.98,40.0,29.8,34.7,32.8,23.7,84.8,52.1,37-34,12.0,20.0,34-75,45.3,30-67,44.8,14-30,46.7,9-20,45.0,24-26,92.3,14-22,63.6
202,2023-06-11,NYL,DAL,W,9,78.9,81.0,1.31,1.16,40.0,28.0,20.0,34.2,17.9,70.2,50.7,38-37,14.1,5.0,39-70,55.7,32-82,39.0,13-28,46.4,6-23,26.1,11-14,78.6,23-28,82.1
203,2023-06-13,NYL,ATL,L,-7,77.4,76.7,1.03,1.13,40.9,33.8,33.3,25.4,21.6,65.8,44.0,33-42,16.9,18.4,26-66,39.4,31-71,43.7,8-27,29.6,8-24,33.3,19-22,86.4,16-18,88.9
204,2023-06-18,NYL,PHO,W,18,73.5,70.8,1.22,1.01,41.9,34.4,38.7,20.3,38.7,77.1,59.1,39-27,21.9,17.1,30-62,48.4,27-64,42.2,9-26,34.6,7-22,31.8,20-24,83.3,10-13,76.9
205,2023-06-23,NYL,ATL,W,30,90.1,88.2,1.22,0.91,47.3,17.6,36.5,39.7,19.4,81.4,53.2,42-37,16.7,22.7,36-74,48.6,26-68,38.2,17-35,48.6,5-12,41.7,21-27,77.8,23-27,85.2
206,2023-06-25,NYL,WAS,W,1,85.2,84.4,1.05,1.05,48.0,30.4,39.7,26.1,34.2,93.9,60.8,45-29,20.0,15.5,27-73,37.0,33-69,47.8,12-35,34.3,9-21,42.9,23-29,79.3,13-18,72.2
207,2023-06-27,NYL,CON,W,8,76.0,78.9,1.19,1.04,28.6,24.0,20.0,17.7,18.8,80.0,52.8,38-34,12.0,6.4,34-70,48.6,31-79,39.2,9-20,45.0,6-19,31.6,12-14,85.7,13-14,92.9
208,2023-06-29,NYL,LVA,L,-17,75.5,73.3,1.08,1.34,30.8,30.4,23.1,14.5,25.8,85.2,53.4,31-27,20.0,9.6,31-65,47.7,40-69,58.0,8-20,40.0,9-21,42.9,11-15,73.3,9-10,90.0
209,2023-07-02,NYL,SEA,W,15,77.3,78.9,1.05,0.85,35.2,38.5,11.3,21.5,24.2,78.4,52.9,37-33,18.2,24.4,33-71,46.5,23-65,35.4,8-25,32.0,9-25,36.0,7-8,87.5,11-14,78.6
210,2023-07-05,NYL,PHO,W,4,82.9,85.1,1.21,1.12,38.5,29.8,43.1,32.8,21.4,88.9,54.6,30-25,18.3,17.6,32-65,49.2,34-67,50.8,11-25,44.0,9-20,45.0,24-28,85.7,18-22,81.8
211,2023-07-08,NYL,SEA,W,4,78.3,77.9,1.03,0.99,45.4,42.7,22.7,18.7,10.8,63.4,38.5,30-48,16.7,19.5,27-66,40.9,29-75,38.7,13-30,43.3,6-32,18.8,13-15,86.7,12-14,85.7
212,2023-07-12,NYL,IND,W,8,91.7,92.4,1.04,0.95,48.6,25.6,32.4,25.6,20.0,83.0,54.0,47-40,20.9,14.1,31-74,41.9,32-82,39.0,12-36,33.3,6-21,28.6,21-24,87.5,17-21,81.0
213,2023-07-19,NYL,DAL,L,-10,77.1,76.9,1.14,1.29,42.9,20.0,17.1,28.8,22.2,70.0,47.4,36-40,16.9,2.6,32-70,45.7,38-80,47.5,13-30,43.3,7-16,43.8,11-12,91.7,15-23,65.2
215,2023-05-19,IND,CON,L,-9,82.0,80.7,0.75,0.88,36.4,25.8,28.8,48.5,20.5,69.2,44.9,35-43,23.5,20.0,22-66,33.3,21-66,31.8,6-24,25.0,4-17,23.5,11-19,57.9,24-32,75.0
216,2023-05-21,IND,NYL,L,-17,81.8,79.5,0.9,1.14,27.4,42.6,28.8,16.2,29.3,76.7,49.3,35-36,18.5,21.5,26-73,35.6,33-68,48.5,5-20,25.0,14-29,48.3,16-21,76.2,10-11,90.9
217,2023-05-28,IND,ATL,W,3,78.0,80.6,1.15,1.09,38.2,30.8,15.8,52.3,35.3,81.6,59.7,43-29,15.4,13.8,35-76,46.0,25-65,38.5,11-29,37.9,8-20,40.0,9-12,75.0,29-34,85.3
218,2023-05-30,IND,CON,L,-3,76.0,75.5,1.04,1.08,28.8,29.2,19.2,30.6,24.4,65.8,45.1,37-45,13.3,14.7,31-73,42.5,29-72,40.3,4-21,19.0,7-21,33.3,12-14,85.7,16-22,72.7
219,2023-06-04,IND,LVA,L,-4,79.1,77.4,1.01,1.09,26.8,29.2,14.1,30.6,12.1,85.4,52.7,39-35,13.9,6.5,31-71,43.7,32-72,44.4,11-19,57.9,4-21,19.0,7-10,70.0,16-22,72.7
220,2023-06-06,IND,CHI,L,-5,81.6,83.5,1.27,1.3,27.4,27.6,21.9,32.9,32.3,86.2,58.3,35-25,18.5,4.8,40-73,54.8,38-76,50.0,9-20,45.0,9-21,42.9,14-16,87.5,23-25,92.0
221,2023-06-09,IND,MIN,W,2,76.5,75.6,0.93,0.92,29.0,25.4,18.8,31.8,15.8,82.4,47.2,34-38,14.5,17.3,28-69,40.6,24-63,38.1,6-20,30.0,5-16,31.2,9-13,69.2,16-20,80.0
222,2023-06-11,IND,PHO,L,-3,72.0,73.2,1.14,1.16,29.4,37.5,23.5,32.8,33.3,74.1,51.7,31-29,15.3,13.7,33-68,48.5,29-64,45.3,4-20,20.0,9-24,37.5,12-16,75.0,18-21,85.7
223,2023-06-13,IND,WAS,W,21,73.5,77.2,1.19,0.86,25.0,37.9,35.3,28.8,40.0,84.2,63.0,46-27,16.4,15.6,32-68,47.1,22-66,33.3,4-17,23.5,7-25,28.0,19-24,79.2,15-19,79.0
224,2023-06-15,IND,CHI,W,2,73.5,70.9,1.26,1.29,21.9,38.2,37.5,16.2,26.9,67.9,48.2,26-28,12.3,14.3,33-64,51.6,35-68,51.5,5-14,35.7,12-26,46.2,21-24,87.5,8-11,72.7
225,2023-06-18,IND,ATL,L,-6,86.2,86.0,1.09,1.18,26.0,22.7,39.7,36.4,28.2,88.5,52.3,34-31,17.4,18.8,33-73,45.2,37-66,56.1,4-19,21.0,7-15,46.7,24-29,82.8,19-24,79.2
226,2023-06-22,IND,SEA,W,12,79.4,82.6,1.01,0.83,31.9,39.2,18.8,21.6,27.3,88.4,61.8,47-29,21.5,12.2,30-69,43.5,22-74,29.7,10-22,45.4,11-29,37.9,10-13,76.9,13-16,81.2
227,2023-06-24,IND,LVA,L,-13,81.2,79.6,1.09,1.28,23.5,35.9,22.1,42.2,16.1,83.9,50.0,31-31,18.5,15.2,34-68,50.0,34-64,53.1,6-16,37.5,11-23,47.8,14-15,93.3,22-27,81.5
228,2023-06-26,IND,LVA,L,-8,76.1,80.0,1.05,1.11,28.2,36.4,26.9,42.4,35.6,69.7,50.0,39-39,10.5,19.0,28-78,35.9,27-66,40.9,6-22,27.3,7-24,29.2,18-21,85.7,27-28,96.4
229,2023-06-29,IND,PHO,L,-22,76.2,76.8,0.83,1.12,23.6,29.7,13.9,25.0,34.2,80.0,52.4,33-30,21.0,18.4,24-72,33.3,34-64,53.1,6-17,35.3,6-19,31.6,9-10,90.0,11-16,68.8
230,2023-07-02,IND,CHI,L,-2,78.6,75.9,1.12,1.19,25.0,41.2,26.5,23.5,29.0,74.3,53.0,35-31,19.2,17.3,35-68,51.5,34-68,50.0,5-17,29.4,12-28,42.9,12-18,66.7,9-16,56.2
231,2023-07-05,IND,MIN,L,-7,78.9,79.6,1.06,1.14,22.9,34.5,20.0,58.6,35.7,71.4,53.6,30-26,20.5,22.8,33-70,47.1,27-58,46.6,4-16,25.0,7-20,35.0,13-14,92.9,29-34,85.3
232,2023-07-07,IND,WAS,L,-8,73.3,73.2,1.21,1.32,30.0,33.3,31.7,58.7,19.2,69.7,47.5,28-31,17.8,9.6,33-60,55.0,29-63,46.0,9-18,50.0,7-21,33.3,13-19,68.4,31-37,83.8
233,2023-07-09,IND,DAL,L,-1,77.3,74.3,0.99,1.04,20.9,21.0,25.4,41.9,31.4,72.7,51.5,35-33,22.1,17.6,30-67,44.8,27-62,43.6,3-14,21.4,2-13,15.4,13-17,76.5,21-26,80.8
234,2023-07-12,IND,NYL,L,-8,92.4,91.7,0.95,1.04,25.6,48.6,25.6,32.4,17.0,80.0,46.0,40-47,14.1,20.9,32-82,39.0,31-74,41.9,6-21,28.6,12-36,33.3,17-21,81.0,21-24,87.5
237,2023-07-19,IND,WAS,W,6,78.0,77.0,1.06,1.0,37.5,38.5,32.8,21.5,18.8,81.2,50.0,32-32,18.2,19.7,28-64,43.8,29-65,44.6,8-24,33.3,8-25,32.0,18-21,85.7,10-14,71.4
239,2023-05-19,WAS,NYL,W,16,80.5,81.8,1.0,0.79,32.9,46.3,15.7,20.9,8.6,78.4,44.4,32-40,15.0,24.7,32-70,45.7,23-67,34.3,6-23,26.1,7-31,22.6,10-11,90.9,11-14,78.6
