,Date,Team,Opponent,W/L,Margin,POSS,OPP_POSS,PPP,OPP_PPP,3PA%,OPP_3PA%,FTA%,OPP_FTA%,ORB%,DRB%,REB%,REB,TO%,OPP_TO%,FGA,FG%,OPP_FGA,OPP_FG%,3PA,3P%,OPP_3PA,OPP_3P%,FTA,FT%,OPP_FTA,OPP_FT%
235,2022-05-08,LAS,IND,W,10,84.3,86.6,1.04,0.9,14.1,33.3,28.2,18.0,34.4,71.4,55.4,41-33,22.6,20.9,34-71,47.9,29-78,37.2,1-10,10.0,10-26,38.5,18-20,90.0,9-14,64.3
236,2022-05-11,LAS,ATL,L,-2,77.9,80.0,0.97,0.96,26.4,43.5,31.9,27.5,22.0,79.4,48.0,36-39,10.4,16.2,25-72,34.7,24-69,34.8,6-19,31.6,13-30,43.3,19-23,82.6,16-19,84.2
237,2022-05-14,LAS,CON,L,-17,71.7,76.1,0.85,1.01,22.2,28.6,40.7,30.0,23.5,40.6,31.8,21-45,26.8,25.0,19-54,35.2,28-70,40.0,3-12,25.0,5-20,25.0,19-22,86.4,16-21,76.2
238,2022-05-17,LAS,MIN,L,-3,78.2,74.3,1.08,1.18,29.8,26.6,25.4,29.7,20.6,59.4,39.4,26-40,18.0,24.3,32-67,47.8,31-64,48.4,8-20,40.0,9-17,52.9,12-17,70.6,16-19,84.2
239,2022-05-20,LAS,SEA,L,-3,75.3,77.0,1.07,1.08,23.0,40.6,27.9,30.4,17.2,76.5,49.2,31-32,20.0,13.0,32-61,52.5,29-69,42.0,3-14,21.4,8-28,28.6,13-17,76.5,17-21,81.0
240,2022-05-23,LAS,LVA,L,-28,77.0,77.8,1.0,1.35,30.7,53.5,18.7,22.5,13.6,86.7,43.2,32-42,6.6,9.1,30-75,40.0,36-71,50.7,5-23,21.7,18-38,47.4,11-14,78.6,14-16,87.5
241,2022-05-25,LAS,PHO,W,5,79.2,77.9,1.25,1.22,16.7,33.3,25.8,38.3,20.8,73.1,48.0,24-26,17.7,23.4,39-66,59.1,34-60,56.7,8-11,72.7,7-20,35.0,13-17,76.5,19-23,82.6
242,2022-05-27,LAS,IND,L,-5,81.0,82.3,1.2,1.23,19.7,30.0,39.4,41.4,33.3,69.7,50.7,35-34,16.2,15.8,35-71,49.3,32-70,45.7,7-14,50.0,11-21,52.4,19-28,67.9,26-29,89.7
243,2022-05-29,LAS,MIN,W,2,74.8,74.8,1.15,1.12,25.0,32.7,48.2,82.7,20.8,76.9,50.0,25-25,20.3,17.6,29-56,51.8,22-52,42.3,5-14,35.7,4-17,23.5,22-27,81.5,35-43,81.4
244,2022-05-31,LAS,DAL,W,2,76.8,77.4,1.22,1.18,14.3,36.5,44.6,29.7,8.0,69.2,45.3,29-35,19.7,11.7,36-56,64.3,33-74,44.6,3-8,37.5,11-27,40.7,18-25,72.0,14-22,63.6
245,2022-06-05,LAS,PHO,L,-7,74.9,76.6,1.0,1.07,27.1,40.7,27.1,33.9,20.0,85.2,53.8,28-24,23.0,21.0,29-59,49.2,27-59,45.8,5-16,31.2,9-24,37.5,11-16,68.8,18-20,90.0
246,2022-06-11,LAS,LVA,L,-17,81.8,84.9,0.89,1.06,31.0,35.3,19.7,25.0,12.5,80.6,42.2,30-41,16.0,22.6,26-71,36.6,33-68,48.5,7-22,31.8,7-24,29.2,13-14,92.9,16-17,94.1
247,2022-06-19,LAS,DAL,L,-10,84.8,82.2,0.98,1.12,29.0,40.8,40.6,31.0,24.4,80.0,51.8,42-39,20.2,15.8,28-69,40.6,32-71,45.1,5-20,25.0,13-29,44.8,21-28,75.0,15-22,68.2
248,2022-06-21,LAS,WAS,W,2,78.2,77.7,1.08,1.06,20.9,32.9,25.4,25.7,33.3,64.1,51.5,34-32,20.5,22.1,33-67,49.2,29-70,41.4,6-14,42.9,11-23,47.8,12-17,70.6,13-18,72.2
249,2022-06-23,LAS,CHI,L,-23,81.1,78.6,0.73,1.05,22.8,32.9,10.1,15.7,14.0,81.8,41.0,34-49,11.1,16.7,26-79,32.9,32-70,45.7,3-18,16.7,7-23,30.4,4-8,50.0,11-11,100.0
250,2022-06-25,LAS,SEA,W,8,79.4,78.4,1.08,0.99,27.8,42.9,18.1,34.9,32.3,86.1,61.2,41-26,19.0,18.0,34-72,47.2,26-63,41.3,8-20,40.0,8-27,29.6,9-13,69.2,17-22,77.3
251,2022-06-27,LAS,LVA,L,-6,78.3,76.3,0.94,1.04,31.5,44.3,20.6,42.6,26.2,82.9,52.0,40-37,16.7,17.1,28-73,38.4,26-61,42.6,7-23,30.4,8-27,29.6,10-15,66.7,19-26,73.1
252,2022-07-01,LAS,DAL,W,8,85.8,83.5,1.14,1.07,25.0,28.8,25.0,37.9,16.1,88.9,50.0,29-29,11.8,15.7,37-76,48.7,33-66,50.0,7-19,36.8,6-19,31.6,16-19,84.2,17-25,68.0
253,2022-07-03,LAS,NYL,W,10,76.5,80.0,1.11,0.94,25.0,48.5,34.4,17.6,27.6,80.6,56.9,37-28,18.4,21.5,30-64,46.9,27-68,39.7,6-16,37.5,12-33,36.4,18-22,81.8,8-12,66.7
256,2022-07-04,LAS,PHO,W,3,80.6,75.9,0.98,1.0,23.3,47.4,41.7,28.1,22.6,80.6,51.6,32-30,25.0,28.0,27-60,45.0,26-57,45.6,5-14,35.7,8-27,29.6,19-25,76.0,15-16,93.8
257,2022-07-07,LAS,SEA,L,-37,76.5,74.4,0.91,1.43,27.1,26.2,18.6,26.2,21.6,69.6,40.0,24-36,15.8,16.2,26-70,37.1,42-65,64.6,5-19,26.3,8-17,47.1,12-13,92.3,14-17,82.4
258,2022-07-12,LAS,WAS,L,-13,77.0,74.2,1.05,1.27,23.2,33.8,37.5,32.3,10.3,69.0,39.7,23-35,23.4,16.2,29-56,51.8,33-65,50.8,9-13,69.2,10-22,45.4,14-21,66.7,18-21,85.7
259,2022-07-14,LAS,CHI,L,-12,77.4,78.3,0.88,1.03,23.9,27.9,8.4,11.8,19.4,74.2,44.8,30-37,18.2,23.1,28-71,39.4,33-68,48.5,7-17,41.2,8-19,42.1,5-6,83.3,6-8,75.0
260,2022-07-19,LAS,IND,W,7,77.8,77.7,1.12,1.03,37.9,22.8,24.2,31.6,25.0,70.4,45.8,27-32,20.8,31.2,33-66,50.0,29-57,50.9,9-25,36.0,6-13,46.2,11-16,68.8,15-18,83.3
261,2022-07-21,LAS,ATL,W,7,72.7,75.6,1.18,1.04,17.2,34.8,20.3,19.7,21.4,57.6,41.0,25-36,16.7,28.0,34-64,53.1,30-66,45.4,6-11,54.6,9-23,39.1,11-13,84.6,9-13,69.2
262,2022-07-23,LAS,LVA,L,-18,75.1,75.2,0.88,1.12,20.3,38.6,35.6,27.1,12.1,75.7,45.7,32-38,18.7,12.0,24-59,40.7,29-70,41.4,2-12,16.7,10-27,37.0,16-21,76.2,16-19,84.2
263,2022-07-28,LAS,PHO,L,-10,86.7,83.8,0.93,1.08,31.3,39.1,41.8,32.8,17.6,86.2,49.2,31-32,19.8,21.7,27-67,40.3,32-64,50.0,3-21,14.3,9-25,36.0,23-28,82.1,17-21,81.0
264,2022-07-31,LAS,MIN,L,-7,83.8,77.0,0.93,1.09,30.1,19.3,14.5,36.8,19.5,80.8,43.3,29-38,8.4,24.7,30-83,36.1,31-57,54.4,6-25,24.0,6-11,54.6,11-12,91.7,16-21,76.2
265,2022-08-02,LAS,NYL,L,-29,79.0,78.1,0.94,1.31,21.3,40.6,16.0,29.7,23.7,63.0,40.0,26-39,14.1,24.4,31-75,41.3,37-64,57.8,2-16,12.5,11-26,42.3,9-12,75.0,17-19,89.5
266,2022-08-03,LAS,NYL,L,-3,72.9,76.0,0.85,0.85,28.3,38.4,15.0,19.2,12.1,75.0,46.6,34-39,22.2,13.3,24-60,40.0,23-73,31.5,4-17,23.5,7-28,25.0,9-9,100.0,11-14,78.6
267,2022-08-05,LAS,ATL,L,-2,75.5,77.2,1.15,1.14,23.3,25.8,20.6,41.9,27.3,73.3,49.2,31-32,10.7,19.5,35-73,48.0,29-62,46.8,3-17,17.6,6-16,37.5,13-15,86.7,24-26,92.3
268,2022-08-07,LAS,WAS,W,3,72.4,70.9,1.1,1.09,20.6,23.1,41.3,41.5,18.2,63.9,42.0,29-40,9.7,14.3,26-63,41.3,25-65,38.5,5-13,38.5,3-15,20.0,22-26,84.6,23-27,85.2
269,2022-08-09,LAS,CON,L,-26,80.8,84.2,0.89,1.15,25.4,25.3,23.7,17.3,3.3,66.7,36.5,23-40,25.0,21.4,27-59,45.8,38-75,50.7,6-15,40.0,8-19,42.1,11-14,78.6,13-13,100.0
270,2022-08-11,LAS,CON,L,-24,79.1,82.1,0.87,1.13,26.5,30.9,14.7,35.3,18.9,58.6,36.4,24-42,21.5,23.2,28-68,41.2,34-68,50.0,5-18,27.8,7-21,33.3,8-10,80.0,18-24,75.0
271,2022-08-14,LAS,DAL,L,-28,75.5,78.6,1.17,1.49,34.3,34.4,31.4,42.2,26.5,66.7,41.8,23-32,10.7,16.7,31-70,44.3,42-64,65.6,8-24,33.3,11-22,50.0,18-22,81.8,21-27,77.8
273,2022-05-06,SEA,MIN,W,23,79.3,84.3,1.23,0.88,37.9,26.6,22.7,13.9,14.3,65.8,43.9,29-37,17.7,20.2,35-66,53.0,31-79,39.2,12-25,48.0,4-21,19.0,15-15,100.0,8-11,72.7
274,2022-05-08,SEA,LVA,L,-11,80.5,82.2,0.92,1.04,44.7,26.9,14.5,32.8,15.6,76.7,40.0,30-45,12.5,19.5,27-76,35.5,30-67,44.8,11-34,32.4,7-18,38.9,9-11,81.8,18-22,81.8
275,2022-05-11,SEA,PHO,L,-20,80.7,80.1,0.96,1.21,39.4,33.3,22.5,27.0,22.0,80.0,43.9,29-37,18.8,22.5,27-71,38.0,36-63,57.1,11-28,39.3,12-21,57.1,12-16,75.0,13-17,76.5
276,2022-05-14,SEA,PHO,L,-5,74.3,74.4,0.86,0.93,40.3,46.4,13.0,11.6,28.6,78.1,48.2,39-42,13.5,16.2,24-77,31.2,26-69,37.7,8-31,25.8,12-32,37.5,8-10,80.0,5-8,62.5
277,2022-05-18,SEA,CHI,W,3,77.0,74.0,0.97,0.97,40.0,26.2,20.0,10.8,35.3,74.2,53.8,35-30,21.0,23.3,29-70,41.4,30-65,46.2,8-28,28.6,6-17,35.3,8-14,57.1,5-7,71.4
278,2022-05-20,SEA,LAS,W,3,77.0,75.3,1.08,1.07,40.6,23.0,30.4,27.9,23.5,82.8,50.8,32-31,13.0,20.0,29-69,42.0,32-61,52.5,8-28,28.6,3-14,21.4,17-21,81.0,13-17,76.5
279,2022-05-27,SEA,NYL,W,8,82.4,79.8,0.96,0.9,33.3,45.1,37.5,19.7,20.4,65.9,43.2,38-50,13.4,26.6,25-72,34.7,24-71,33.8,7-24,29.2,9-32,28.1,22-27,81.5,14-14,100.0
280,2022-05-29,SEA,NYL,W,31,75.0,76.6,1.24,0.8,32.9,41.5,9.6,16.9,26.5,81.6,55.6,40-32,14.9,22.4,36-73,49.3,22-65,33.8,13-24,54.2,7-27,25.9,7-7,100.0,10-11,90.9
281,2022-06-03,SEA,DAL,L,-17,71.5,73.8,0.72,0.93,46.0,40.9,12.7,16.7,20.5,67.6,42.5,31-42,22.5,23.3,20-63,31.8,26-66,39.4,5-29,17.2,9-27,33.3,6-8,75.0,7-11,63.6
282,2022-06-05,SEA,CON,L,-7,79.4,76.0,1.09,1.22,37.1,27.6,18.6,51.7,18.9,76.0,41.9,26-36,17.7,18.4,34-70,48.6,32-58,55.2,9-26,34.6,6-16,37.5,9-13,69.2,23-30,76.7
283,2022-06-07,SEA,ATL,W,12,77.4,77.5,0.94,0.78,44.3,27.5,24.6,18.8,17.6,73.5,45.6,31-37,24.7,19.5,25-61,41.0,25-69,36.2,8-27,29.6,2-19,10.5,14-15,93.3,8-13,61.5
284,2022-06-10,SEA,DAL,W,1,78.4,83.2,1.14,1.06,25.4,25.0,19.4,32.4,27.6,83.9,56.7,34-26,21.8,16.9,37-67,55.2,30-68,44.1,7-17,41.2,7-17,41.2,8-13,61.5,21-22,95.4
285,2022-06-12,SEA,DAL,W,5,71.9,76.5,1.18,1.04,37.1,24.6,29.0,18.8,16.7,56.2,37.1,23-39,14.1,25.0,29-62,46.8,31-69,44.9,10-23,43.5,6-17,35.3,16-18,88.9,11-13,84.6
286,2022-06-14,SEA,MIN,W,2,73.5,75.2,1.11,1.05,37.0,27.9,20.6,4.4,35.7,76.9,51.5,35-33,16.4,20.0,28-73,38.4,35-68,51.5,12-27,44.4,6-19,31.6,13-15,86.7,3-3,100.0
287,2022-06-17,SEA,CON,L,-11,74.4,77.3,0.96,1.06,33.3,29.0,12.1,11.6,10.5,78.6,39.4,26-40,16.2,18.2,28-66,42.4,36-69,52.2,11-22,50.0,5-20,25.0,4-8,50.0,5-8,62.5
288,2022-06-19,SEA,NYL,W,9,80.2,78.0,1.01,0.94,36.0,36.0,10.7,6.7,12.5,80.5,46.9,38-43,12.5,15.6,32-75,42.7,30-75,40.0,10-27,37.0,10-27,37.0,7-8,87.5,2-5,40.0
289,2022-06-23,SEA,WAS,W,14,72.3,73.2,1.18,0.97,38.2,42.9,17.6,17.1,13.5,73.8,45.6,36-43,9.7,16.4,31-68,45.6,26-70,37.1,12-26,46.2,9-30,30.0,11-12,91.7,10-12,83.3
290,2022-06-25,SEA,LAS,L,-8,78.4,79.4,0.99,1.08,42.9,27.8,34.9,18.1,13.9,67.7,38.8,26-41,18.0,19.0,26-63,41.3,34-72,47.2,8-27,29.6,8-20,40.0,17-22,77.3,9-13,69.2
291,2022-06-29,SEA,LVA,W,10,79.8,80.9,1.11,0.98,41.4,32.9,20.0,16.4,14.7,71.8,45.2,33-40,15.2,21.2,31-70,44.3,29-73,39.7,14-29,48.3,9-24,37.5,12-14,85.7,11-12,91.7
292,2022-07-01,SEA,IND,W,16,77.9,77.9,0.95,0.74,37.3,27.9,39.0,37.7,15.2,82.9,52.7,39-35,22.1,22.1,25-59,42.4,21-61,34.4,6-22,27.3,4-17,23.5,17-23,73.9,11-23,47.8
295,2022-07-03,SEA,ATL,L,-14,83.0,82.0,0.93,1.11,50.8,25.7,41.3,27.1,5.4,75.7,40.5,30-44,17.1,19.8,22-63,34.9,33-70,47.1,9-32,28.1,7-18,38.9,23-26,88.5,17-19,89.5
296,2022-07-05,SEA,IND,W,22,81.6,82.1,1.17,0.89,31.6,27.4,21.0,23.3,27.0,78.6,54.4,43-36,14.8,17.1,37-76,48.7,28-73,38.4,6-24,25.0,7-20,35.0,15-16,93.8,10-17,58.8
297,2022-07-07,SEA,LAS,W,37,74.4,76.5,1.43,0.91,26.2,27.1,26.2,18.6,30.4,78.4,60.0,36-24,16.2,15.8,42-65,64.6,26-70,37.1,8-17,47.1,5-19,26.3,14-17,82.4,12-13,92.3
298,2022-07-12,SEA,DAL,W,9,75.8,78.6,1.11,0.95,27.0,31.9,28.6,25.0,20.0,71.8,49.3,34-35,18.7,16.7,30-63,47.6,27-72,37.5,7-17,41.2,7-23,30.4,16-18,88.9,13-18,72.2
299,2022-07-17,SEA,IND,W,16,77.7,79.5,1.05,0.82,35.7,36.4,25.7,30.3,31.6,72.5,52.6,41-37,19.5,24.0,30-70,42.9,24-66,36.4,6-25,24.0,4-24,16.7,15-18,83.3,13-20,65.0
300,2022-07-20,SEA,CHI,L,-4,75.7,69.0,0.99,1.15,27.5,31.8,15.9,16.7,25.0,63.3,42.4,28-38,18.7,17.6,29-69,42.0,32-66,48.5,7-19,36.8,5-21,23.8,9-11,81.8,9-11,81.8
301,2022-07-22,SEA,PHO,L,-16,76.6,77.0,1.03,1.22,34.2,47.7,13.4,32.3,38.6,75.9,53.4,39-34,13.2,16.9,30-82,36.6,30-65,46.2,8-28,28.6,14-31,45.2,10-11,90.9,20-21,95.2
302,2022-07-24,SEA,ATL,W,10,76.1,78.6,1.08,0.92,47.6,29.8,33.3,13.1,15.2,66.7,46.4,39-45,15.8,12.8,27-63,42.9,29-84,34.5,9-30,30.0,6-25,24.0,19-21,90.5,8-11,72.7
303,2022-07-28,SEA,CON,L,-5,74.1,79.6,1.12,1.11,29.7,28.8,21.9,27.3,25.0,74.1,47.5,28-31,20.3,20.2,31-64,48.4,32-66,48.5,9-19,47.4,8-19,42.1,12-14,85.7,16-18,88.9
304,2022-07-30,SEA,WAS,W,5,79.0,78.2,1.05,0.99,30.9,29.8,30.9,25.4,21.0,79.4,48.6,35-37,16.7,18.0,29-68,42.6,28-67,41.8,6-21,28.6,6-20,30.0,18-21,85.7,15-17,88.2
305,2022-07-31,SEA,WAS,L,-3,71.9,71.7,1.06,1.1,45.8,25.4,30.5,19.4,6.9,77.4,43.3,26-34,14.1,12.7,26-59,44.1,30-67,44.8,8-27,29.6,6-17,35.3,15-18,83.3,12-13,92.3
306,2022-08-03,SEA,MIN,W,12,78.6,78.7,1.14,0.99,35.7,31.9,15.7,13.0,9.7,85.7,50.0,33-33,12.8,18.0,35-70,50.0,32-69,46.4,11-25,44.0,6-22,27.3,8-11,72.7,7-9,77.8
307,2022-08-07,SEA,LVA,L,-8,73.7,73.1,1.11,1.22,34.8,35.5,30.3,18.4,33.3,71.0,52.7,39-35,19.2,6.8,29-66,43.9,35-76,46.0,8-23,34.8,7-27,25.9,15-20,75.0,12-14,85.7
308,2022-08-09,SEA,CHI,W,11,78.0,81.8,1.42,1.23,32.0,32.9,16.0,30.0,23.3,75.0,48.3,28-30,10.3,16.0,44-75,58.7,39-70,55.7,11-24,45.8,7-23,30.4,12-12,100.0,15-21,71.4
309,2022-08-12,SEA,MIN,W,27,75.7,76.1,1.28,0.91,37.5,20.6,15.3,33.3,28.1,81.1,56.5,39-30,14.7,18.4,38-72,52.8,23-63,36.5,12-27,44.4,4-13,30.8,8-11,72.7,19-21,90.5
310,2022-08-14,SEA,LVA,L,-9,86.5,82.1,1.16,1.33,48.8,38.6,8.5,34.3,31.7,84.4,54.8,40-33,20.9,12.2,38-82,46.3,39-70,55.7,18-40,45.0,11-27,40.7,6-7,85.7,20-24,83.3
312,2022-05-07,NYL,CON,W,2,73.2,77.1,1.11,1.03,42.4,26.6,35.6,43.8,23.3,64.5,44.3,27-34,20.6,19.5,28-59,47.5,27-64,42.2,10-25,40.0,4-17,23.5,15-21,71.4,21-28,75.0
313,2022-05-11,NYL,CHI,L,-33,69.1,70.8,0.72,1.19,25.0,32.4,15.0,19.1,17.1,78.1,46.3,31-36,20.3,10.0,20-60,33.3,31-68,45.6,2-15,13.3,10-22,45.4,8-9,88.9,11-13,84.6
314,2022-05-13,NYL,IND,L,-6,97.2,93.8,0.89,0.99,31.2,27.2,26.2,35.8,10.9,63.6,36.7,33-57,17.5,21.5,29-80,36.2,31-81,38.3,10-25,40.0,7-22,31.8,18-21,85.7,23-29,79.3
315,2022-05-15,NYL,DAL,L,-10,74.7,74.7,0.96,1.09,36.7,31.8,18.3,31.8,13.8,75.0,45.9,28-33,23.0,18.9,29-60,48.3,28-63,44.4,7-22,31.8,9-20,45.0,6-11,54.6,16-20,80.0
316,2022-05-17,NYL,CON,L,-27,80.6,82.9,0.81,1.12,42.3,24.2,34.6,45.2,19.2,82.1,51.8,28-26,36.2,20.7,22-52,42.3,30-62,48.4,7-22,31.8,7-15,46.7,14-18,77.8,25-28,89.3
317,2022-05-24,NYL,MIN,L,-6,79.6,79.2,0.99,1.06,45.1,20.0,25.4,47.1,21.4,71.4,46.4,39-45,16.5,12.7,28-71,39.4,26-70,37.1,9-32,28.1,5-14,35.7,13-18,72.2,27-33,81.8
318,2022-05-27,NYL,SEA,L,-8,79.8,82.4,0.9,0.96,45.1,33.3,19.7,37.5,34.1,79.6,56.8,50-38,26.6,13.4,24-71,33.8,25-72,34.7,9-32,28.1,7-24,29.2,14-14,100.0,22-27,81.5
319,2022-05-29,NYL,SEA,L,-31,76.6,75.0,0.8,1.24,41.5,32.9,16.9,9.6,18.4,73.5,44.4,32-40,22.4,14.9,22-65,33.8,36-73,49.3,7-27,25.9,13-24,54.2,10-11,90.9,7-7,100.0
320,2022-06-01,NYL,IND,W,13,73.5,76.4,1.19,0.97,53.2,34.2,38.7,19.7,26.7,73.8,54.2,39-33,16.4,10.5,28-62,45.2,25-76,32.9,11-33,33.3,9-26,34.6,20-24,83.3,15-15,100.0
321,2022-06-03,NYL,WAS,W,4,72.9,76.0,1.03,0.93,54.0,30.0,28.6,20.0,20.0,71.0,46.6,34-39,16.7,18.7,23-63,36.5,28-70,40.0,11-34,32.4,5-21,23.8,17-18,94.4,9-14,64.3
322,2022-06-05,NYL,MIN,L,-7,76.5,76.6,1.01,1.11,42.2,20.6,18.3,31.8,21.6,78.8,48.6,34-36,14.5,19.7,32-71,45.1,31-63,49.2,4-30,13.3,7-13,53.8,9-13,69.2,15-20,75.0
323,2022-06-07,NYL,MIN,W,19,76.4,74.3,1.16,0.93,47.8,32.8,21.7,38.8,28.1,66.7,49.3,35-36,17.1,16.2,32-69,46.4,22-67,32.8,12-33,36.4,3-22,13.6,12-15,80.0,22-26,84.6
324,2022-06-10,NYL,IND,W,14,73.5,76.1,1.33,1.09,43.1,18.7,12.3,28.0,17.4,74.4,53.2,33-29,16.4,6.6,38-65,58.5,31-75,41.3,13-28,46.4,4-14,28.6,8-8,100.0,17-21,81.0
325,2022-06-12,NYL,CHI,L,-2,80.0,78.9,1.09,1.13,34.8,23.7,18.2,18.4,6.4,66.7,38.8,26-41,17.7,15.4,32-66,48.5,35-76,46.0,11-23,47.8,6-18,33.3,11-12,91.7,12-14,85.7
326,2022-06-16,NYL,WAS,W,12,76.5,76.0,1.01,0.87,44.9,44.6,18.8,21.5,13.5,86.8,50.7,38-37,13.2,17.3,31-69,44.9,24-65,36.9,6-31,19.4,8-29,27.6,9-13,69.2,9-14,64.3
327,2022-06-19,NYL,SEA,L,-9,78.0,80.2,0.94,1.01,36.0,36.0,6.7,10.7,19.5,87.5,53.1,43-38,15.6,12.5,30-75,40.0,32-75,42.7,10-27,37.0,10-27,37.0,2-5,40.0,7-8,87.5
328,2022-06-22,NYL,CON,W,4,75.4,78.0,1.08,0.99,46.4,20.3,11.6,16.2,16.1,77.8,49.2,33-34,14.7,12.8,31-69,44.9,31-74,41.9,13-32,40.6,5-15,33.3,6-8,75.0,10-12,83.3
329,2022-06-24,NYL,ATL,W,12,78.3,77.6,1.14,1.0,51.5,23.9,22.1,28.2,29.0,76.9,55.7,39-31,20.5,13.0,32-68,47.1,26-71,36.6,16-35,45.7,7-17,41.2,9-15,60.0,18-20,90.0
330,2022-06-30,NYL,ATL,L,-11,84.1,91.6,0.96,1.01,47.0,29.6,36.4,32.1,17.1,70.7,46.0,35-41,20.2,16.5,26-66,39.4,31-81,38.3,10-31,32.3,9-24,37.5,19-24,79.2,21-26,80.8
331,2022-07-03,NYL,LAS,L,-10,80.0,76.5,0.94,1.11,48.5,25.0,17.6,34.4,19.4,72.4,43.1,28-37,21.5,18.4,27-68,39.7,30-64,46.9,12-33,36.4,6-16,37.5,8-12,66.7,18-22,81.8
334,2022-07-06,NYL,LVA,W,9,78.8,79.9,1.49,1.35,42.5,39.1,21.9,43.5,19.4,82.9,53.0,35-31,10.3,8.9,42-73,57.5,34-69,49.3,18-31,58.1,13-27,48.2,14-16,87.5,26-30,86.7
335,2022-07-07,NYL,PHO,L,-3,78.8,76.4,1.04,1.11,32.4,45.4,22.5,36.4,31.4,82.9,57.1,40-30,19.2,11.8,30-71,42.2,27-66,40.9,7-23,30.4,9-30,30.0,14-16,87.5,21-24,87.5
336,2022-07-12,NYL,LVA,L,-6,85.1,82.0,1.19,1.32,40.8,32.8,29.0,54.7,24.3,69.2,42.9,27-36,14.1,17.3,34-76,44.7,33-64,51.6,15-31,48.4,7-21,33.3,18-22,81.8,34-35,97.1
337,2022-07-14,NYL,LVA,L,-34,77.8,80.9,0.96,1.35,41.3,46.5,39.7,29.6,12.8,80.6,42.9,30-40,15.6,12.5,22-63,34.9,38-71,53.5,8-26,30.8,16-33,48.5,22-25,88.0,16-21,76.2
338,2022-07-19,NYL,CON,L,-19,77.4,72.5,0.82,1.14,40.9,18.0,9.1,39.3,16.2,71.4,40.0,26-39,23.4,16.7,24-66,36.4,30-61,49.2,9-27,33.3,5-11,45.4,6-6,100.0,17-24,70.8
339,2022-07-21,NYL,WAS,L,-9,74.3,74.8,0.93,1.05,41.9,31.8,16.1,27.3,12.5,80.0,47.8,32-35,20.3,14.9,26-62,41.9,29-66,43.9,8-26,30.8,5-21,23.8,9-10,90.0,15-18,83.3
340,2022-07-23,NYL,CHI,W,3,83.1,78.5,1.0,1.03,25.0,32.9,20.8,39.7,31.4,71.4,53.2,41-36,22.9,10.3,31-72,43.1,27-73,37.0,7-18,38.9,3-24,12.5,14-15,93.3,23-29,79.3
341,2022-07-29,NYL,CHI,L,-8,81.4,80.5,1.0,1.11,40.0,26.9,30.8,40.3,21.9,75.0,48.4,31-33,22.2,16.2,28-65,43.1,30-67,44.8,7-26,26.9,7-18,38.9,18-20,90.0,22-27,81.5
342,2022-07-31,NYL,PHO,W,20,77.7,74.9,1.16,0.93,36.6,39.1,12.7,25.0,32.3,86.5,61.8,42-26,20.8,16.2,35-71,49.3,24-64,37.5,12-26,46.2,6-25,24.0,7-9,77.8,15-16,93.8
343,2022-08-02,NYL,LAS,W,29,78.1,79.0,1.31,0.94,40.6,21.3,29.7,16.0,37.0,76.3,60.0,39-26,24.4,14.1,37-64,57.8,31-75,41.3,11-26,42.3,2-16,12.5,17-19,89.5,9-12,75.0
344,2022-08-03,NYL,LAS,W,3,76.0,72.9,0.85,0.85,38.4,28.3,19.2,15.0,25.0,87.9,53.4,39-34,13.3,22.2,23-73,31.5,24-60,40.0,7-28,25.0,4-17,23.5,11-14,78.6,9-9,100.0
345,2022-08-06,NYL,PHO,L,-14,76.8,79.7,0.82,0.96,47.1,37.5,23.5,22.2,18.4,75.7,46.7,35-40,15.8,16.5,21-68,30.9,27-72,37.5,7-32,21.9,8-27,29.6,13-16,81.2,14-16,87.5
346,2022-08-08,NYL,DAL,L,-9,73.2,72.8,1.05,1.19,48.4,33.3,19.4,30.3,18.5,71.9,47.5,28-31,19.2,13.9,27-62,43.6,32-66,48.5,11-30,36.7,8-22,36.4,12-12,100.0,14-20,70.0
347,2022-08-10,NYL,DAL,W,18,70.9,71.0,1.3,1.03,43.6,28.4,17.7,37.3,20.0,67.5,49.2,32-33,17.1,12.7,34-62,54.8,23-67,34.3,13-27,48.2,7-19,36.8,10-11,90.9,20-25,80.0
348,2022-08-12,NYL,ATL,W,10,75.8,74.5,1.07,0.95,24.2,29.7,27.3,37.5,18.2,77.5,50.7,37-36,14.7,16.2,31-66,47.0,24-64,37.5,4-16,25.0,5-19,26.3,14-18,77.8,17-24,70.8
349,2022-08-14,NYL,ATL,W,4,78.4,77.4,1.12,1.08,53.3,41.9,36.7,29.7,13.8,69.8,47.2,34-38,20.5,13.0,27-60,45.0,27-74,36.5,15-32,46.9,10-31,32.3,18-22,81.8,19-22,86.4
351,2022-05-06,IND,WAS,L,-14,74.4,75.6,0.95,1.12,30.6,26.1,11.1,29.0,32.4,83.3,57.5,42-31,18.9,9.3,30-72,41.7,31-69,44.9,5-22,22.7,4-18,22.2,5-8,62.5,18-20,90.0
352,2022-05-08,IND,LAS,L,-10,86.6,84.3,0.9,1.04,33.3,14.1,18.0,28.2,28.6,65.6,44.6,33-41,20.9,22.6,29-78,37.2,34-71,47.9,10-26,38.5,1-10,10.0,9-14,64.3,18-20,90.0
353,2022-05-10,IND,MIN,W,6,80.3,82.7,1.02,0.93,28.6,24.7,21.4,18.2,26.5,62.5,46.0,34-40,20.0,22.0,31-70,44.3,32-77,41.6,9-20,45.0,4-19,21.0,11-15,73.3,8-14,57.1
