,Date,Team,Opponent,W/L,Margin,POSS,OPP_POSS,PPP,OPP_PPP,3PA%,OPP_3PA%,FTA%,OPP_FTA%,ORB%,DRB%,REB%,REB,TO%,OPP_TO%,FGA,FG%,OPP_FGA,OPP_FG%,3PA,3P%,OPP_3PA,OPP_3P%,FTA,FT%,OPP_FTA,OPP_FT%
115,2022-08-14,CON,MIN,W,7,74.7,75.3,1.22,1.11,20.6,44.3,29.4,14.3,25.0,77.8,52.9,36-32,12.2,16.0,36-68,52.9,32-70,45.7,5-14,35.7,11-31,35.5,13-20,65.0,8-10,80.0
117,2022-05-07,DAL,ATL,L,-7,84.4,81.3,0.7,0.81,27.1,42.9,38.6,34.9,22.4,75.7,45.4,39-47,20.2,25.9,17-70,24.3,20-63,31.8,4-19,21.0,7-27,25.9,21-27,77.8,19-22,86.4
118,2022-05-13,DAL,WAS,W,8,72.1,74.4,1.31,1.16,44.6,42.4,35.4,28.8,26.5,74.1,47.5,29-32,12.5,24.3,31-65,47.7,31-59,52.5,13-29,44.8,13-25,52.0,19-23,82.6,11-17,64.7
119,2022-05-15,DAL,NYL,W,10,74.7,74.7,1.09,0.96,31.8,36.7,31.8,18.3,25.0,86.2,54.1,33-28,18.9,23.0,28-63,44.4,29-60,48.3,9-20,45.0,7-22,31.8,16-20,80.0,6-11,54.6
120,2022-05-17,DAL,WAS,L,-16,74.9,73.8,0.92,1.15,34.4,24.2,26.2,16.7,11.8,76.7,42.2,27-37,18.9,17.8,25-61,41.0,34-66,51.5,7-21,33.3,8-16,50.0,11-16,68.8,8-11,72.7
121,2022-05-19,DAL,PHO,W,10,78.2,76.9,1.21,1.11,34.7,32.9,23.6,31.5,21.2,81.6,53.5,38-33,11.5,5.3,34-72,47.2,29-73,39.7,11-25,44.0,5-24,20.8,15-17,88.2,21-23,91.3
122,2022-05-21,DAL,MIN,W,16,78.5,77.3,1.21,1.01,37.0,18.0,27.4,39.3,42.9,85.7,61.9,39-24,19.2,16.9,34-73,46.6,27-61,44.3,9-27,33.3,5-11,45.4,17-20,85.0,19-24,79.2
123,2022-05-24,DAL,CON,W,8,73.5,74.5,1.16,1.04,31.4,19.1,34.3,35.3,37.1,68.6,52.9,37-33,12.3,13.5,28-70,40.0,27-68,39.7,7-22,31.8,3-13,23.1,22-24,91.7,20-24,83.3
124,2022-05-26,DAL,CON,L,-31,76.1,75.7,0.89,1.32,46.2,30.0,18.5,38.6,27.8,52.9,40.0,28-42,25.0,17.3,24-65,36.9,34-70,48.6,10-30,33.3,6-21,28.6,10-12,83.3,25-27,92.6
125,2022-05-31,DAL,LAS,L,-2,77.4,76.8,1.18,1.22,36.5,14.3,29.7,44.6,30.8,92.0,54.7,35-29,11.7,19.7,33-74,44.6,36-56,64.3,11-27,40.7,3-8,37.5,14-22,63.6,18-25,72.0
126,2022-06-03,DAL,SEA,W,17,73.8,71.5,0.93,0.72,40.9,46.0,16.7,12.7,32.4,79.5,57.5,42-31,23.3,22.5,26-66,39.4,20-63,31.8,9-27,33.3,5-29,17.2,7-11,63.6,6-8,75.0
127,2022-06-05,DAL,LVA,L,-6,78.9,81.8,1.0,1.04,53.8,39.4,18.0,29.6,38.8,86.1,58.8,50-35,21.8,12.4,27-78,34.6,30-71,42.2,11-42,26.2,7-28,25.0,13-14,92.9,17-21,81.0
128,2022-06-10,DAL,SEA,L,-1,83.2,78.4,1.06,1.14,25.0,25.4,32.4,19.4,16.1,72.4,43.3,26-34,16.9,21.8,30-68,44.1,37-67,55.2,7-17,41.2,7-17,41.2,21-22,95.4,8-13,61.5
129,2022-06-12,DAL,SEA,L,-5,76.5,71.9,1.04,1.18,24.6,37.1,18.8,29.0,43.8,83.3,62.9,39-23,25.0,14.1,31-69,44.9,29-62,46.8,6-17,35.3,10-23,43.5,11-13,84.6,16-18,88.9
130,2022-06-15,DAL,LVA,L,-8,78.1,80.8,1.08,1.15,39.7,31.0,26.0,32.4,27.5,87.9,54.8,40-33,14.1,8.8,29-73,39.7,35-71,49.3,10-29,34.5,6-22,27.3,16-19,84.2,16-23,69.6
131,2022-06-17,DAL,PHO,W,5,76.2,78.4,1.22,1.13,36.8,33.8,27.9,33.8,32.1,81.5,56.4,31-24,15.8,15.4,33-68,48.5,31-65,47.7,12-25,48.0,8-22,36.4,15-19,79.0,18-22,81.8
132,2022-06-19,DAL,LAS,W,10,82.2,84.8,1.12,0.98,40.8,29.0,31.0,40.6,20.0,75.6,48.2,39-42,15.8,20.2,32-71,45.1,28-69,40.6,13-29,44.8,5-20,25.0,15-22,68.2,21-28,75.0
133,2022-06-21,DAL,ATL,L,-5,76.3,79.3,0.99,1.01,37.9,34.4,39.4,23.4,30.6,66.7,47.0,31-35,17.1,27.8,25-66,37.9,29-64,45.3,6-25,24.0,10-22,45.4,19-26,73.1,12-15,80.0
134,2022-06-23,DAL,IND,W,26,78.1,74.9,1.21,0.92,33.8,27.0,27.9,25.4,25.8,73.0,51.5,35-33,16.7,24.3,34-68,50.0,25-63,39.7,11-23,47.8,6-17,35.3,15-19,79.0,12-16,75.0
135,2022-06-25,DAL,PHO,L,-11,81.8,78.3,0.89,1.06,31.3,37.7,31.3,34.8,16.2,82.0,50.0,38-38,18.5,11.5,29-67,43.3,29-69,42.0,4-21,19.0,6-26,23.1,10-21,47.6,19-24,79.2
136,2022-06-28,DAL,MIN,L,-28,75.0,80.1,0.86,1.15,27.1,36.2,54.2,21.2,12.2,59.5,36.1,30-53,13.5,16.2,17-59,28.8,34-80,42.5,5-16,31.2,12-29,41.4,25-32,78.1,12-17,70.6
139,2022-07-01,DAL,LAS,L,-8,83.5,85.8,1.07,1.14,28.8,25.0,37.9,25.0,11.1,83.9,50.0,29-29,15.7,11.8,33-66,50.0,37-76,48.7,6-19,31.6,7-19,36.8,17-25,68.0,16-19,84.2
140,2022-07-05,DAL,CON,W,11,73.4,77.0,1.12,0.93,36.6,30.8,23.9,21.5,30.6,85.2,54.0,34-29,12.3,17.1,32-71,45.1,28-65,43.1,6-26,23.1,4-20,20.0,12-17,70.6,11-14,78.6
141,2022-07-12,DAL,SEA,L,-9,78.6,75.8,0.95,1.11,31.9,27.0,25.0,28.6,28.2,80.0,50.7,35-34,16.7,18.7,27-72,37.5,30-63,47.6,7-23,30.4,7-17,41.2,13-18,72.2,16-18,88.9
142,2022-07-14,DAL,MIN,W,5,80.8,78.2,1.15,1.12,29.0,21.4,33.3,37.1,21.2,60.0,41.2,28-40,15.0,18.0,33-69,47.8,30-70,42.9,7-20,35.0,6-15,40.0,19-23,82.6,21-26,80.8
143,2022-07-16,DAL,CHI,L,-8,76.7,75.0,1.07,1.19,24.2,31.1,40.9,18.9,14.3,65.5,37.5,24-40,9.2,10.7,26-66,39.4,35-74,47.3,7-16,43.8,5-23,21.7,22-27,81.5,14-14,100.0
144,2022-07-22,DAL,CHI,L,-6,81.6,76.3,1.02,1.17,22.1,33.3,13.2,24.6,8.0,80.0,50.0,30-30,18.5,13.2,35-68,51.5,35-69,50.7,4-15,26.7,7-23,30.4,9-9,100.0,12-17,70.6
145,2022-07-24,DAL,IND,W,10,83.8,80.5,1.16,1.08,28.8,26.2,28.8,41.5,32.1,67.7,50.8,30-29,16.9,21.2,38-73,52.0,31-65,47.7,4-21,19.0,6-17,35.3,16-21,76.2,18-27,66.7
146,2022-07-28,DAL,WAS,L,-10,78.6,74.5,0.99,1.18,30.1,27.3,37.0,43.6,43.6,83.3,58.7,37-26,18.0,21.6,28-73,38.4,31-55,56.4,5-22,22.7,9-15,60.0,16-27,59.3,16-24,66.7
147,2022-07-30,DAL,ATL,W,13,75.7,79.4,1.08,0.86,35.2,29.5,15.5,36.1,24.2,77.4,50.0,32-32,14.7,24.0,34-71,47.9,23-61,37.7,7-25,28.0,7-18,38.9,6-11,54.6,15-22,68.2
148,2022-08-02,DAL,CHI,W,6,73.0,71.7,1.17,1.1,19.4,34.4,37.3,36.1,33.3,67.6,50.8,34-33,12.5,21.1,30-67,44.8,29-61,47.5,3-13,23.1,6-21,28.6,21-25,84.0,14-22,63.6
149,2022-08-04,DAL,LVA,W,2,67.4,70.6,1.22,1.14,25.7,47.8,20.0,11.6,36.8,74.2,53.6,37-32,11.9,12.9,33-70,47.1,31-69,44.9,6-18,33.3,10-33,30.3,10-14,71.4,8-8,100.0
150,2022-08-06,DAL,IND,W,4,85.2,88.1,1.12,1.03,30.8,25.7,69.2,41.4,33.3,70.6,53.1,34-30,16.5,21.6,27-65,41.5,31-70,44.3,7-20,35.0,6-18,33.3,34-45,75.6,23-29,79.3
151,2022-08-08,DAL,NYL,W,9,72.8,73.2,1.19,1.05,33.3,48.4,30.3,19.4,28.1,81.5,52.5,31-28,13.9,19.2,32-66,48.5,27-62,43.6,8-22,36.4,11-30,36.7,14-20,70.0,12-12,100.0
152,2022-08-10,DAL,NYL,L,-18,71.0,70.9,1.03,1.3,28.4,43.6,37.3,17.7,32.5,80.0,50.8,33-32,12.7,17.1,23-67,34.3,34-62,54.8,7-19,36.8,13-27,48.2,20-25,80.0,10-11,90.9
153,2022-08-12,DAL,PHO,L,-12,70.2,70.7,1.06,1.23,33.9,32.4,22.6,8.8,36.7,76.9,55.4,31-25,22.9,12.9,28-62,45.2,35-68,51.5,9-21,42.9,11-22,50.0,9-14,64.3,5-6,83.3
154,2022-08-14,DAL,LAS,W,28,78.6,75.5,1.49,1.17,34.4,34.3,42.2,31.4,33.3,73.5,58.2,32-23,16.7,10.7,42-64,65.6,31-70,44.3,11-22,50.0,8-24,33.3,21-27,77.8,18-22,81.8
156,2022-05-06,MIN,SEA,L,-23,84.3,79.3,0.88,1.23,26.6,37.9,13.9,22.7,34.2,85.7,56.1,37-29,20.2,17.7,31-79,39.2,35-66,53.0,4-21,19.0,12-25,48.0,8-11,72.7,15-15,100.0
157,2022-05-08,MIN,WAS,L,-12,77.4,78.4,0.86,1.0,22.7,30.4,33.3,18.8,25.0,76.5,48.6,36-38,19.5,19.2,23-66,34.8,29-69,42.0,5-15,33.3,7-21,33.3,15-22,68.2,13-13,100.0
158,2022-05-10,MIN,IND,L,-6,82.7,80.3,0.93,1.02,24.7,28.6,18.2,21.4,37.5,73.5,54.0,40-34,22.0,20.0,32-77,41.6,31-70,44.3,4-19,21.0,9-20,45.0,8-14,57.1,11-15,73.3
159,2022-05-14,MIN,CHI,L,-4,72.1,71.8,1.08,1.15,27.1,34.8,39.0,29.0,31.0,77.8,56.9,37-28,20.8,7.0,29-59,49.2,28-69,40.6,6-16,37.5,8-24,33.3,14-23,60.9,18-20,90.0
160,2022-05-17,MIN,LAS,W,3,74.3,78.2,1.18,1.08,26.6,29.8,29.7,25.4,40.6,79.4,60.6,40-26,24.3,18.0,31-64,48.4,32-67,47.8,9-17,52.9,8-20,40.0,16-19,84.2,12-17,70.6
161,2022-05-19,MIN,LVA,L,-6,76.5,76.6,1.14,1.22,30.9,40.3,32.4,43.3,25.8,73.7,52.2,36-33,13.2,13.2,31-68,45.6,31-67,46.3,6-21,28.6,9-27,33.3,19-22,86.4,22-29,75.9
162,2022-05-21,MIN,DAL,L,-16,77.3,78.5,1.01,1.21,18.0,37.0,39.3,27.4,14.3,57.1,38.1,24-39,16.9,19.2,27-61,44.3,34-73,46.6,5-11,45.4,9-27,33.3,19-24,79.2,17-20,85.0
163,2022-05-24,MIN,NYL,W,6,79.2,79.6,1.06,0.99,20.0,45.1,47.1,25.4,28.6,78.6,53.6,45-39,12.7,16.5,26-70,37.1,28-71,39.4,5-14,35.7,9-32,28.1,27-33,81.8,13-18,72.2
164,2022-05-29,MIN,LAS,L,-2,74.8,74.8,1.12,1.15,32.7,25.0,82.7,48.2,23.1,79.2,50.0,25-25,17.6,20.3,22-52,42.3,29-56,51.8,4-17,23.5,5-14,35.7,35-43,81.4,22-27,81.5
165,2022-06-01,MIN,ATL,L,-8,82.4,84.8,0.93,1.0,35.0,36.4,33.3,15.6,23.3,82.0,56.5,39-30,29.3,15.5,27-60,45.0,33-77,42.9,7-21,33.3,12-28,42.9,15-20,75.0,6-12,50.0
166,2022-06-05,MIN,NYL,W,7,76.6,76.5,1.11,1.01,20.6,42.2,31.8,18.3,21.2,78.4,51.4,36-34,19.7,14.5,31-63,49.2,32-71,45.1,7-13,53.8,4-30,13.3,15-20,75.0,9-13,69.2
167,2022-06-07,MIN,NYL,L,-19,74.3,76.4,0.93,1.16,32.8,47.8,38.8,21.7,33.3,71.9,50.7,36-35,16.2,17.1,22-67,32.8,32-69,46.4,3-22,13.6,12-33,36.4,22-26,84.6,12-15,80.0
168,2022-06-10,MIN,WAS,L,-17,77.4,70.0,0.77,1.09,36.2,43.5,37.9,13.0,11.8,75.7,45.1,32-39,22.1,12.9,19-58,32.8,30-69,43.5,6-21,28.6,10-30,33.3,15-22,68.2,6-9,66.7
169,2022-06-12,MIN,IND,L,-4,75.9,75.2,1.07,1.12,29.6,32.9,22.5,17.1,29.0,77.1,54.6,36-30,13.3,14.7,32-71,45.1,33-70,47.1,5-21,23.8,10-23,43.5,11-16,68.8,8-12,66.7
170,2022-06-14,MIN,SEA,L,-2,75.2,73.5,1.05,1.11,27.9,37.0,4.4,20.6,23.1,64.3,48.5,33-35,20.0,16.4,35-68,51.5,28-73,38.4,6-19,31.6,12-27,44.4,3-3,100.0,13-15,86.7
171,2022-06-19,MIN,LVA,L,-1,79.8,82.4,1.2,1.17,39.5,32.0,8.6,25.6,29.7,82.9,57.7,45-33,12.7,7.3,39-81,48.2,35-78,44.9,11-32,34.4,9-25,36.0,6-7,85.7,17-20,85.0
172,2022-06-21,MIN,PHO,W,13,72.8,76.5,1.17,0.93,39.1,51.7,31.2,37.9,22.2,87.5,52.9,36-32,15.3,21.0,28-64,43.8,23-58,39.7,10-25,40.0,10-30,33.3,18-20,90.0,15-22,68.2
173,2022-06-23,MIN,PHO,W,12,81.4,78.0,1.23,1.14,34.3,48.3,43.3,51.7,34.4,93.9,64.6,42-23,19.8,15.6,34-67,50.8,27-58,46.6,8-23,34.8,9-28,32.1,24-29,82.8,25-30,83.3
174,2022-06-26,MIN,CHI,L,-3,74.4,77.3,1.15,1.14,28.6,27.7,30.4,26.2,13.0,80.6,51.8,28-26,23.0,18.2,33-56,58.9,33-65,50.8,6-16,37.5,8-18,44.4,13-17,76.5,14-17,82.4
175,2022-06-28,MIN,DAL,W,28,80.1,75.0,1.15,0.86,36.2,27.1,21.2,54.2,40.5,87.8,63.9,53-30,16.2,13.5,34-80,42.5,17-59,28.8,12-29,41.4,5-16,31.2,12-17,70.6,25-32,78.1
178,2022-07-01,MIN,LVA,L,-6,78.8,79.4,1.09,1.15,36.8,34.3,23.5,18.6,18.2,76.7,46.0,29-34,16.7,17.7,31-68,45.6,36-70,51.4,11-25,44.0,9-24,37.5,12-16,75.0,10-13,76.9
179,2022-07-03,MIN,LVA,W,31,76.0,74.7,1.36,0.96,39.2,54.4,31.1,16.2,38.5,97.4,68.0,53-25,13.3,8.1,37-74,50.0,25-68,36.8,12-29,41.4,12-37,32.4,16-23,69.6,9-11,81.8
180,2022-07-06,MIN,CHI,W,3,76.6,79.8,1.07,0.99,22.6,42.3,32.3,9.0,18.8,68.4,45.7,32-38,19.7,17.7,30-62,48.4,31-78,39.7,4-14,28.6,10-33,30.3,17-20,85.0,6-7,85.7
181,2022-07-12,MIN,PHO,W,11,97.3,93.7,1.22,1.15,31.4,50.0,40.7,24.0,45.2,63.2,55.6,55-44,19.6,8.6,41-86,47.7,37-100,37.0,11-27,40.7,15-50,30.0,25-35,71.4,18-24,75.0
182,2022-07-14,MIN,DAL,L,-5,78.2,80.8,1.12,1.15,21.4,29.0,37.1,33.3,40.0,78.8,58.8,40-28,18.0,15.0,30-70,42.9,33-69,47.8,6-15,40.0,7-20,35.0,21-26,80.8,19-23,82.6
183,2022-07-15,MIN,IND,W,10,85.8,83.8,1.02,0.93,27.8,31.0,26.4,39.4,17.1,81.4,52.6,41-37,17.6,14.5,32-72,44.4,26-71,36.6,5-20,25.0,5-22,22.7,18-19,94.7,20-28,71.4
184,2022-07-17,MIN,WAS,L,-13,77.1,75.2,0.74,0.93,30.3,36.2,18.2,17.4,17.1,90.5,54.2,45-38,20.8,10.7,22-66,33.3,26-69,37.7,4-20,20.0,7-25,28.0,9-12,75.0,11-12,91.7
185,2022-07-22,MIN,CON,L,-10,73.6,74.6,1.15,1.27,25.8,31.3,21.0,19.4,28.0,84.0,56.0,28-22,21.9,12.2,34-62,54.8,37-67,55.2,5-16,31.2,10-21,47.6,11-13,84.6,10-13,76.9
186,2022-07-24,MIN,CON,L,-7,79.8,77.6,1.0,1.12,18.6,29.8,20.0,29.8,27.0,58.1,41.2,28-40,21.5,23.4,30-70,42.9,31-67,46.3,6-13,46.2,8-20,40.0,13-14,92.9,16-20,80.0
187,2022-07-28,MIN,ATL,W,7,82.8,83.3,1.12,1.02,23.8,24.3,33.3,41.4,7.7,85.7,55.9,38-30,19.5,12.0,35-63,55.6,27-70,38.6,8-15,53.3,5-17,29.4,14-21,66.7,26-29,89.7
188,2022-07-31,MIN,LAS,W,7,77.0,83.8,1.09,0.93,19.3,30.1,36.8,14.5,19.2,80.5,56.7,38-29,24.7,8.4,31-57,54.4,30-83,36.1,6-11,54.6,6-25,24.0,16-21,76.2,11-12,91.7
189,2022-08-03,MIN,SEA,L,-12,78.7,78.6,0.99,1.14,31.9,35.7,13.0,15.7,14.3,90.3,50.0,33-33,18.0,12.8,32-69,46.4,35-70,50.0,6-22,27.3,11-25,44.0,7-9,77.8,8-11,72.7
190,2022-08-07,MIN,ATL,W,10,73.0,70.8,1.11,1.01,39.4,34.4,10.6,31.2,20.7,75.0,50.8,33-32,17.8,14.3,31-66,47.0,25-64,39.1,12-26,46.2,7-22,31.8,7-7,100.0,14-20,70.0
191,2022-08-10,MIN,PHO,W,9,71.6,70.6,1.21,1.1,26.2,46.3,36.9,11.9,41.9,73.5,58.5,38-27,16.9,17.1,30-65,46.2,28-67,41.8,6-17,35.3,13-31,41.9,20-24,83.3,8-8,100.0
192,2022-08-12,MIN,SEA,L,-27,76.1,75.7,0.91,1.28,20.6,37.5,33.3,15.3,18.9,71.9,43.5,30-39,18.4,14.7,23-63,36.5,38-72,52.8,4-13,30.8,12-27,44.4,19-21,90.5,8-11,72.7
193,2022-08-14,MIN,CON,L,-7,75.3,74.7,1.11,1.22,44.3,20.6,14.3,29.4,22.2,75.0,47.1,32-36,16.0,12.2,32-70,45.7,36-68,52.9,11-31,35.5,5-14,35.7,8-10,80.0,13-20,65.0
195,2022-05-06,LVA,PHO,W,18,82.5,81.0,1.29,1.1,31.3,32.9,26.9,26.0,20.0,84.6,59.4,38-26,19.5,11.2,39-67,58.2,33-73,45.2,11-21,52.4,6-24,25.0,17-18,94.4,16-19,84.2
196,2022-05-08,LVA,SEA,W,11,82.2,80.5,1.04,0.92,26.9,44.7,32.8,14.5,23.3,84.4,60.0,45-30,19.5,12.5,30-67,44.8,27-76,35.5,7-18,38.9,11-34,32.4,18-22,81.8,9-11,81.8
197,2022-05-10,LVA,WAS,L,-13,80.6,79.2,0.95,1.13,26.2,36.5,27.7,23.0,14.3,78.4,47.2,34-38,20.0,11.4,27-65,41.5,33-74,44.6,6-17,35.3,9-27,33.3,16-18,88.9,14-17,82.4
198,2022-05-13,LVA,ATL,W,23,80.0,79.8,1.2,0.92,51.5,26.2,27.9,21.5,17.1,78.1,46.3,31-36,16.2,24.0,32-68,47.1,28-65,43.1,16-35,45.7,8-17,47.1,16-19,84.2,9-14,64.3
199,2022-05-17,LVA,PHO,W,12,76.3,75.5,1.13,0.99,37.1,41.7,41.9,25.0,9.7,89.7,48.3,29-31,11.8,20.0,29-62,46.8,26-60,43.3,9-23,39.1,8-25,32.0,19-26,73.1,14-15,93.3
200,2022-05-19,LVA,MIN,W,6,76.6,76.5,1.22,1.14,40.3,30.9,43.3,32.4,26.3,74.2,47.8,33-36,13.2,13.2,31-67,46.3,31-68,45.6,9-27,33.3,6-21,28.6,22-29,75.9,19-22,86.4
201,2022-05-21,LVA,PHO,W,20,79.9,80.4,1.27,1.0,38.0,41.4,42.2,28.6,30.3,72.2,52.2,36-33,11.4,18.8,34-71,47.9,29-70,41.4,9-27,33.3,9-29,31.0,23-30,76.7,13-20,65.0
202,2022-05-23,LVA,LAS,W,28,77.8,77.0,1.35,1.0,53.5,30.7,22.5,18.7,13.3,86.4,56.8,42-32,9.1,6.6,36-71,50.7,30-75,40.0,18-38,47.4,5-23,21.7,14-16,87.5,11-14,78.6
203,2022-05-28,LVA,CHI,W,7,83.6,83.0,1.0,0.92,23.8,38.3,27.4,21.0,26.9,75.0,50.0,50-50,8.4,12.0,31-84,36.9,28-81,34.6,4-20,20.0,5-31,16.1,17-23,73.9,15-17,88.2
204,2022-05-31,LVA,CON,W,8,86.2,83.8,1.03,0.98,34.2,28.2,27.4,15.4,18.2,76.2,50.7,38-37,16.3,16.9,33-73,45.2,34-78,43.6,6-25,24.0,6-22,27.3,17-20,85.0,7-12,58.3
205,2022-06-02,LVA,CON,L,-7,82.2,80.0,1.1,1.21,37.9,29.2,33.3,26.4,8.8,82.4,45.6,31-37,15.8,11.2,32-66,48.5,36-72,50.0,10-25,40.0,9-21,42.9,16-22,72.7,16-19,84.2
206,2022-06-05,LVA,DAL,W,6,81.8,78.9,1.04,1.0,39.4,53.8,29.6,18.0,13.9,61.2,41.2,35-50,12.4,21.8,30-71,42.2,27-78,34.6,7-28,25.0,11-42,26.2,17-21,81.0,13-14,92.9
207,2022-06-11,LVA,LAS,W,17,84.9,81.8,1.06,0.89,35.3,31.0,25.0,19.7,19.4,87.5,57.8,41-30,22.6,16.0,33-68,48.5,26-71,36.6,7-24,29.2,7-22,31.8,16-17,94.1,13-14,92.9
208,2022-06-15,LVA,DAL,W,8,80.8,78.1,1.15,1.08,31.0,39.7,32.4,26.0,12.1,72.5,45.2,33-40,8.8,14.1,35-71,49.3,29-73,39.7,6-22,27.3,10-29,34.5,16-23,69.6,16-19,84.2
209,2022-06-19,LVA,MIN,W,1,82.4,79.8,1.17,1.2,32.0,39.5,25.6,8.6,17.1,70.3,42.3,33-45,7.3,12.7,35-78,44.9,39-81,48.2,9-25,36.0,11-32,34.4,17-20,85.0,6-7,85.7
210,2022-06-21,LVA,CHI,L,-9,82.9,83.6,1.16,1.25,41.3,33.3,25.3,9.3,15.4,100.0,51.5,35-33,11.0,10.8,33-75,44.0,43-75,57.3,13-31,41.9,12-25,48.0,16-19,84.2,6-7,85.7
211,2022-06-25,LVA,WAS,L,-1,91.2,86.4,0.95,1.01,29.6,44.1,19.8,23.5,17.0,90.9,47.5,38-42,16.5,20.9,31-81,38.3,32-68,47.1,10-24,41.7,11-30,36.7,14-16,87.5,12-16,75.0
212,2022-06-27,LVA,LAS,W,6,76.3,78.3,1.04,0.94,44.3,31.5,42.6,20.6,17.1,73.8,48.0,37-40,17.1,16.7,26-61,42.6,28-73,38.4,8-27,29.6,7-23,30.4,19-26,73.1,10-15,66.7
213,2022-06-29,LVA,SEA,L,-10,80.9,79.8,0.98,1.11,32.9,41.4,16.4,20.0,28.2,85.3,54.8,40-33,21.2,15.2,29-73,39.7,31-70,44.3,9-24,37.5,14-29,48.3,11-12,91.7,12-14,85.7
214,2022-07-01,LVA,MIN,W,6,79.4,78.8,1.15,1.09,34.3,36.8,18.6,23.5,23.3,81.8,54.0,34-29,17.7,16.7,36-70,51.4,31-68,45.6,9-24,37.5,11-25,44.0,10-13,76.9,12-16,75.0
217,2022-07-03,LVA,MIN,L,-31,74.7,76.0,0.96,1.36,54.4,39.2,16.2,31.1,2.6,61.5,32.0,25-53,8.1,13.3,25-68,36.8,37-74,50.0,12-37,32.4,12-29,41.4,9-11,81.8,16-23,69.6
218,2022-07-06,LVA,NYL,L,-9,79.9,78.8,1.35,1.49,39.1,42.5,43.5,21.9,17.1,80.6,47.0,31-35,8.9,10.3,34-69,49.3,42-73,57.5,13-27,48.2,18-31,58.1,26-30,86.7,14-16,87.5
219,2022-07-12,LVA,NYL,W,6,82.0,85.1,1.32,1.19,32.8,40.8,54.7,29.0,30.8,75.7,57.1,36-27,17.3,14.1,33-64,51.6,34-76,44.7,7-21,33.3,15-31,48.4,34-35,97.1,18-22,81.8
220,2022-07-14,LVA,NYL,W,34,80.9,77.8,1.35,0.96,46.5,41.3,29.6,39.7,19.4,87.2,57.1,40-30,12.5,15.6,38-71,53.5,22-63,34.9,16-33,48.5,8-26,30.8,16-21,76.2,22-25,88.0
221,2022-07-17,LVA,CON,W,8,78.3,80.7,1.17,1.04,48.6,27.7,32.4,24.6,24.4,66.7,42.2,30-41,9.0,27.5,31-74,41.9,31-65,47.7,9-36,25.0,7-18,38.9,20-24,83.3,14-16,87.5
222,2022-07-19,LVA,ATL,L,-16,82.9,78.8,0.93,1.18,49.3,37.5,26.8,25.0,12.5,82.8,42.0,29-40,14.6,20.5,26-71,36.6,33-64,51.6,10-35,28.6,15-24,62.5,14-19,73.7,11-16,68.8
223,2022-07-21,LVA,IND,W,13,86.1,82.4,1.05,0.94,33.8,38.8,16.9,29.8,25.7,82.9,56.6,43-33,18.6,20.7,37-77,48.0,28-67,41.8,8-26,30.8,9-26,34.6,8-13,61.5,12-20,60.0
224,2022-07-23,LVA,LAS,W,18,75.2,75.1,1.12,0.88,38.6,20.3,27.1,35.6,24.3,87.9,54.3,38-32,12.0,18.7,29-70,41.4,24-59,40.7,10-27,37.0,2-12,16.7,16-19,84.2,16-21,76.2
225,2022-07-29,LVA,IND,W,21,78.0,76.3,1.19,0.95,36.1,41.2,16.7,25.0,44.1,74.3,59.4,41-28,24.4,17.1,38-72,52.8,25-68,36.8,9-26,34.6,7-28,25.0,8-12,66.7,15-17,88.2
226,2022-07-31,LVA,IND,W,25,75.2,76.1,1.25,0.91,23.9,35.2,26.8,29.6,29.4,64.3,48.7,37-39,12.0,18.4,36-71,50.7,22-71,31.0,6-17,35.3,7-25,28.0,16-19,84.2,18-21,85.7
227,2022-08-02,LVA,WAS,L,-10,72.6,74.9,1.01,1.12,40.6,33.8,23.4,23.5,8.6,81.8,44.1,30-38,11.1,12.2,26-64,40.6,31-68,45.6,9-26,34.6,9-23,39.1,12-15,80.0,12-16,75.0
228,2022-08-04,LVA,DAL,L,-2,70.6,67.4,1.14,1.22,47.8,25.7,11.6,20.0,25.8,63.2,46.4,32-37,12.9,11.9,31-69,44.9,33-70,47.1,10-33,30.3,6-18,33.3,8-8,100.0,10-14,71.4
229,2022-08-07,LVA,SEA,W,8,73.1,73.7,1.22,1.11,35.5,34.8,18.4,30.3,29.0,66.7,47.3,35-39,6.8,19.2,35-76,46.0,29-66,43.9,7-27,25.9,8-23,34.8,12-14,85.7,15-20,75.0
230,2022-08-09,LVA,ATL,W,7,76.2,75.8,1.28,1.2,40.3,28.8,28.4,27.3,20.0,83.9,52.5,32-29,13.2,13.3,32-67,47.8,33-66,50.0,14-27,51.8,9-19,47.4,19-19,100.0,15-18,83.3
231,2022-08-11,LVA,CHI,W,11,76.6,81.0,1.17,0.98,31.3,32.3,29.8,29.2,14.7,80.0,45.3,29-35,11.8,21.2,31-67,46.3,30-65,46.2,9-21,42.9,3-21,14.3,18-20,90.0,15-19,79.0
232,2022-08-14,LVA,SEA,W,9,82.1,86.5,1.33,1.16,38.6,48.8,34.3,8.5,15.6,68.3,45.2,33-40,12.2,20.9,39-70,55.7,38-82,46.3,11-27,40.7,18-40,45.0,20-24,83.3,6-7,85.7
234,2022-05-06,LAS,CHI,W,7,87.9,91.8,1.13,1.0,29.2,31.4,50.8,21.4,24.2,82.4,53.7,36-31,23.0,27.5,32-65,49.2,36-70,51.4,7-19,36.8,7-22,31.8,27-33,81.8,12-15,80.0
